symbol,lookahead,adj growth rate,wacc,terminal val,dcf,current price,future price,growth,niev,adj growth,avg roc,cash,net_margin,roa
TMCXW,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMCXU,0.0,0.0,0.0033,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMCX,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TLT,0.0,0.0,0.0126,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TLRY,-405280850.0,1.33,0.0983,-1444480310.38,-95939292236.84,4.58,-202.16,-4514.0,-0.22,1.33,-0.06,1.48,-0.76,-0.06
TLND,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TLGT,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TLF,1150900.0,-0.25,0.0642,197015261.04,179191284.59,4.78,0.0,-100.0,0.0,-0.25,-0.0,0.83,0.02,-0.0
TKKSU,0.0,0.0,0.0037,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TIVO,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TITN,56139950.0,0.66,0.011000000000000001,4023714960.63,22574318503.78,42.45,999.27,2254.0,0.07,0.66,0.05,0.39,0.04,0.03
TISA,0.0,0.0,0.09570000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TIPT,0.0,0.0,0.011000000000000001,4422242299.79,33631177181.82,13.98,992.06,6995.999999999999,0.08,0.0,0.01,0.08,0.0,0.01
TILE,46948900.0,-0.69,0.0943,2162144927.54,422707751.17,11.3,7.16,-37.0,0.08,-0.69,0.03,0.37,0.05,0.02
TIBRW,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TIBRU,0.0,0.0,0.005699999999999999,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TIBR,0.0,0.0,0.09390000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THST,-550800.0,2.25,0.0208,-29568627.45,-3781721744.1,0.38,-824.25,-217008.0,-0.31,2.25,-0.03,0.02,-0.1,-0.02
THRM,79418900.0,0.21,0.10640000000000001,2788859084.19,1732921939.28,74.57,52.15,-30.0,0.04,0.21,0.09,0.89,0.09,0.07
THFF,45038950.0,0.03,0.0708,1807023008.85,-1996100190.85,47.92,-155.07,-424.0,0.09,0.03,0.08,0.15,0.29,0.01
TGTX,-295885850.0,0.19,0.1515,-2748812175.47,-3411320080.3,8.77,-23.86,-372.0,-0.28,0.19,-1.93,4.57,-52.04,-1.12
TGLS,57928350.0,0.79,0.0385,1008716321.84,4795596325.14,31.54,100.59,219.0,0.05,0.79,0.07,0.55,0.14,0.06
TFSL,68855950.0,-0.01,0.011000000000000001,4460491370.56,2643759178.0,13.91,9.42,-32.0,0.02,-0.01,0.03,0.04,0.27,0.01
TESS,-2295680.0,-1.38,0.049400000000000006,783354838.71,-624279095.31,5.11,-69.62,-1462.0,-0.06,-1.38,-0.07,0.02,-0.01,-0.03
TERP,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TENX,-27603204.3,0.6,0.1594,-95797869.61,-313874066.01,0.1378,-12.45,-9135.0,-9.35,0.6,-3.04,3.57,-inf,-2.17
TENB,-39675450.0,-0.03,0.0333,2012341573.03,4468984923.7,38.36,41.59,8.0,-0.01,-0.03,-0.25,0.57,-0.09,-0.11
TELL,-97527300.0,0.03,0.17059999999999997,-149955148.74,-1132479534.92,2.52,-2.36,-194.0,-0.1,0.03,-0.6,3.44,-1.61,-0.4
TEDU,-403364950.0,0.03,0.011000000000000001,-2487653918.5,-14119943325.2,5.38,-1247.68,-23291.0,-7.79,0.03,-1.71,0.14,-0.2,-0.35
TECH,231243350.0,0.43,0.1042,5815516616.31,5625869351.28,84.69,143.17,69.0,0.08,0.43,0.09,0.98,0.25,0.09
TECD,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEAM,-522005400.0,0.09,0.0067,19192304835.59,240248822581.86,141.0,1710.93,1113.0,-0.02,0.09,-0.71,0.87,-0.22,-0.18
TDIV,0.0,0.0,0.0075,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TDACW,0.0,0.0,0.0304,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TDACU,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TDAC,0.0,0.0,0.09359999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCX,2859400.0,-0.26,0.059500000000000004,3240135757.58,-5236558705.07,31.33,-489.42,-1662.0,0.01,-0.26,0.05,0.05,0.01,0.03
TCRD,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCPC,113722157.9,0.42,0.011000000000000001,-2002640581.82,-15709556777.55,13.0,-271.95,-2192.0,0.18,0.42,0.04,0.37,0.81,0.04
TCON,-24366950.0,0.02,0.0031,-373587240.83,-14635501381.66,1.5,-752.63,-50275.0,-0.98,0.02,-1.94,1.76,-82.85,-0.91
TCMD,-10039350.0,3.94,0.0683,126564524.42,-1938077356389.16,9.39,-97769.12,-1041304.9999999999,-0.06,3.94,0.02,0.82,-0.06,0.02
TCGP,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCFC,22003100.0,0.23,0.0812,847647272.73,-1068277217.66,39.87,-186.59,-568.0,0.11,0.23,0.07,0.05,0.35,0.01
TCDA,-150081100.0,0.2,0.0077,-2636871014.49,-36847437006.66,0.2462,-668.57,-271656.0,-13.01,0.2,-0.77,0.72,-inf,-0.67
TCCO,-925128.1,-0.82,0.0737,,,0.98,,,-0.6,-0.82,-0.66,0.19,-0.58,-0.22
TCBK,100006750.0,0.19,0.06280000000000001,5196277490.77,3045879100.22,53.41,102.5,92.0,0.07,0.19,0.08,0.01,0.34,0.01
TCBIW,0.0,0.0,0.09300000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCBIP,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCBIL,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCBI,215848150.0,0.47,0.0655,26976458039.22,13747243646.77,59.9,271.64,353.0,0.08,0.47,0.07,0.26,0.27,0.01
TBRGW,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBRGU,0.0,0.0,0.0823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBRG,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBPH,-169512100.0,-0.0,0.0204,-10125241904.76,-21666726762.75,11.02,-293.99,-2768.0,-0.25,-0.0,-0.67,1.54,-3.61,-0.52
TBNK,14815500.0,-0.02,0.08199999999999999,1288700000.0,-1473036822.73,22.78,-157.98,-794.0,0.08,-0.02,0.05,0.06,0.28,0.01
TBK,96027900.0,0.22,0.0828,3348379574.47,-1083243162.2,58.74,-43.12,-173.0,0.08,0.22,0.06,0.08,0.26,0.01
TBIO,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBBK,94055050.0,0.12,0.1247,1019021100.92,-4992019371.45,29.75,-87.61,-394.0,0.07,0.12,0.12,0.1,0.35,0.01
TAYD,1903509.55,0.14,0.0913,0.0,43767475.78,13.46,12.52,-7.000000000000001,0.05,0.14,0.06,3.78,0.07,0.05
TATT,-3027700.0,-2.04,0.0655,604141732.28,-1235483949.76,6.2,-139.21,-2345.0,-0.06,-2.04,-0.04,0.52,-0.05,-0.03
TAST,-36574650.0,-0.84,0.011000000000000001,-14237725301.2,3666910362.91,1.51,71.52,4636.0,-0.56,-0.84,-0.01,0.17,-0.03,-0.01
TAPR,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAOP,-8436130.15,0.09,0.011000000000000001,-95099010.17,-5048274004.01,0.72,-326.57,-45457.0,-0.89,0.09,-4.69,0.17,-0.4,-0.21
TANNZ,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TANNL,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TANNI,0.0,0.0,0.0825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TANH,0.0,0.0,0.0218,-320978666.67,-791032082.33,2.47,-12.36,-600.0,-0.05,0.0,-0.05,1.98,0.0,-0.04
TACT,-3523250.0,-2.92,0.142,-11781086.52,-22972374.15,6.14,-2.34,-138.0,-0.07,-2.92,-0.01,1.99,-0.11,-0.01
TACOW,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TACO,-76277300.0,-1.81,0.07,2835109333.33,1447492190.85,12.51,inf,inf,-0.2,-1.81,-0.05,0.09,-0.18,-0.04
TA,49745400.0,-1.77,0.011000000000000001,69150133333.33,,49.64,,,0.08,-1.77,-0.02,1.03,0.01,-0.02
SYRS,-73574300.0,0.08,0.0127,-1977307543.52,-16095893832.13,4.0,-259.83,-6595.999999999999,-0.35,0.08,-0.58,2.93,-3.69,-0.49
SYPR,2484550.0,-0.12,0.0793,193785751.98,-9394859.48,2.24,-0.43,-119.0,0.06,-0.12,-0.03,0.34,0.03,-0.01
SYNT,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNL,0.0,0.0,0.0417,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNH,199606350.0,1.14,0.09300000000000001,11465299130.43,26623202898.85,34.92,256.75,635.0,0.06,1.14,0.02,0.06,0.05,0.02
SYNC,0.0,0.0,0.08990000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNA,218875000.0,-0.96,0.1011,7999252336.45,7276793151.04,102.78,185.29,80.0,0.06,-0.96,0.06,1.78,0.15,0.04
SYMC,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYKE,0.0,0.0,0.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYBX,-51476850.0,0.05,0.1431,-3044304545.45,-637181343.14,0.789,-9.14,-1258.0,-1.1,0.05,-0.36,1.63,-34.53,-0.34
SYBT,63448250.0,0.08,0.0816,2438422857.14,-2708528026.64,74.15,-101.88,-237.0,0.04,0.08,0.11,0.16,0.32,0.01
SWIR,-75664450.0,0.53,0.1166,-880715034.48,-2155008609.5,29.22,-57.23,-296.0,-0.08,0.53,-0.14,0.39,-0.19,-0.1
SWIN,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SVVC,-6279582.399999999,-1.24,0.011000000000000001,-8826.08,-8056898.71,1.15,-1.17,-202.0,-0.93,-1.24,-0.18,,-1.17,-0.17
SVRA,-36561900.0,-0.05,0.0848,-854721971.25,-1247379852.51,1.62,-10.95,-776.0,-0.23,-0.05,-0.47,2.32,-inf,-0.43
SVBI,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SVA,93813650.0,0.53,0.011000000000000001,-21760924137.93,63899980776.84,6.47,inf,inf,0.17,0.53,0.1,1.53,0.22,0.08
SUSC,0.0,0.0,0.0053,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUSB,0.0,0.0,0.0004,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SURF,-66712250.0,0.65,0.0604,-1242091362.76,-7248429349.02,0.9785,-157.11,-16156.0,-1.74,0.65,-0.17,2.8,-29.21,-0.15
SUPN,45410400.0,-0.1,0.011000000000000001,3670461202.19,21997101394.21,37.51,413.63,1002.9999999999999,0.03,-0.1,0.1,0.65,0.09,0.08
SUNW,-22631250.0,0.45,0.011000000000000001,-498165261.38,-5625101884.92,2.44,-193.41,-8027.0,-0.38,0.45,-0.47,0.8,-0.26,-0.26
SUNS,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUMR,0.0,0.0,0.011000000000000001,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STXB,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STX,1401650000.0,0.01,0.0687,75427758007.12,63081036191.02,52.97,283.34,434.99999999999994,0.14,0.01,0.25,0.18,0.14,0.17
STRT,5977200.0,-1.16,0.0897,472490036.9,-229048256.93,23.51,-57.93,-346.0,0.08,-1.16,0.0,0.11,0.02,0.0
STRS,48784900.0,0.97,0.0693,-1066563855.42,-1490577971.95,23.97,-180.78,-853.9999999999999,0.29,0.97,0.01,0.12,2.03,0.01
STRM,-5560700.0,-5.52,0.1079,-50583146.07,247140043698.84,1.98,5191.95,262119.99999999997,-0.07,-5.52,-0.15,0.73,-0.38,-0.09
STRL,53248250.0,0.25,0.0821,4920639618.14,2621496168.07,32.73,91.04,178.0,0.07,0.25,0.07,0.23,0.04,0.05
STRA,46823950.0,-1.45,0.0567,-8246841379.31,19952690956.91,81.14,811.07,900.0,0.03,-1.45,0.03,1.37,0.05,0.02
STPP,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STNLW,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STNLU,0.0,0.0,0.0149,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STNL,0.0,0.0,0.0949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STND,0.0,0.0,0.0839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STMP,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STML,0.0,0.0,0.0949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STLRW,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STLRU,0.0,0.0,0.2869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STLR,0.0,0.0,0.1079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STKS,26645800.0,0.07,0.0269,483355093.1,1309350157.7,6.5,40.78,527.0,0.15,0.07,0.07,0.56,0.11,0.06
STKL,-3522400.0,-23.52,0.1282,397713692.95,,9.22,,,-0.0,-23.52,-0.02,0.0,-0.01,0.0
STIM,-26514050.0,0.06,0.0016,-264699106.26,-38014282556.88,6.19,-1441.68,-23390.0,-0.19,0.06,-0.33,6.0,-0.56,-0.27
STFC,0.0,0.0,0.09179999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STDY,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STCN,-37732350.0,0.82,0.0519,2118265648.85,8923119816.29,1.13,147.64,12965.0,-0.65,0.82,-0.05,0.44,-0.07,-0.03
STBZ,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STBA,93791550.0,0.76,0.0814,5078019555.56,815828987.09,36.62,20.73,-43.0,0.08,0.76,0.07,0.11,0.34,0.01
STAY,0.0,0.0,0.0742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STAF,6934300.0,0.1,0.011000000000000001,-379705583.76,-2768388164.25,2.76,-160.49,-5915.0,0.17,0.1,-0.35,0.1,0.04,-0.05
STAA,20825850.0,0.98,0.06860000000000001,1746684548.1,2909667236.7,63.32,61.13,-3.0,0.01,0.98,0.06,4.09,0.11,0.05
SSYS,-52684700.0,8.72,0.0928,1177601489.76,,13.84,,,-0.07,8.72,-0.15,1.16,-0.1,-0.13
SSTI,-3766350.0,-1.47,0.0276,308195973.15,107116526.1,33.41,9.17,-73.0,-0.01,-1.47,-0.04,0.45,-0.08,-0.02
SSRM,312864600.0,3.8,0.0974,13803565008.58,38772680258491.8,15.85,183053.19,1154810.0,0.11,3.8,0.04,3.58,0.25,0.04
SSP,104305200.0,-4.04,0.0675,11511292193.31,-179365033778.23,15.2,-2540.88,-16816.0,0.1,-4.04,0.02,0.13,0.05,0.02
SSNT,-114268.9,4.95,0.011000000000000001,4036751.71,-173653209447.71,3.695,-33809.8,-915115.0,-0.01,4.95,0.18,0.92,-0.0,0.1
SSNC,680000000.0,0.88,0.121,30305354330.71,31284572343.4,53.49,123.04,130.0,0.06,0.88,0.04,0.15,0.16,0.03
SSLJ,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSKN,-2300100.0,-0.06,0.1065,80350898.2,-61287590.83,0.8588,-1.78,-307.0,-0.09,-0.06,-0.12,0.98,-0.09,-0.08
SSFN,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSC,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSB,404211550.0,0.59,0.0695,17405630769.23,-6038440469.06,87.09,-86.49,-199.0,0.08,0.59,0.06,0.18,0.31,0.01
SRTSW,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRRK,-112029150.0,0.28,0.0815,-2840508764.04,-4690612944.24,7.87,-133.6,-1798.0,-0.48,0.28,-0.36,3.31,-7.0,-0.3
SRRA,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRPT,-355963000.0,0.11,0.0735,-10654918481.01,-23892170890.97,126.25,-274.38,-317.0,-0.04,0.11,-0.27,4.67,-0.6,-0.23
SRNE,-364076250.0,0.2,0.011000000000000001,-3068843243.24,-54085991034.47,1.26,-176.56,-14113.0,-1.11,0.2,-0.62,0.26,-8.1,-0.51
SREV,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRET,0.0,0.0,0.0039000000000000003,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRDX,3601450.0,-0.17,0.08460000000000001,467276521.74,252436384.73,35.99,18.06,-50.0,0.01,-0.17,0.01,1.04,0.04,0.01
SRCLP,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRCL,-23630000.0,-0.21,0.0653,16864864864.86,9703453336.45,53.82,105.63,96.0,-0.01,-0.21,-0.03,0.08,-0.01,-0.03
SRCE,100753900.0,0.1,0.08990000000000001,3297810841.12,-2828355436.65,56.35,-114.06,-302.0,0.08,0.1,0.09,0.08,0.35,0.01
SRAX,-29547700.0,-0.38,0.011000000000000001,-97671382.64,-4319963483.06,1.72,-165.21,-9705.0,-0.77,-0.38,-0.77,0.06,-1.3,-0.41
SQQQ,0.0,0.0,0.0131,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQLV,0.0,0.0,0.0032,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQBG,0.0,0.0,0.07,0.0,0.0,6.24,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0
SPWR,-31754300.0,4.09,0.1234,1212747586.21,-5596368197296.83,24.49,-32351.19,-132200.0,-0.01,4.09,-0.02,0.25,-0.03,-0.02
SPWH,92199500.0,0.79,0.098,5610006779.66,-30792247.47,9.77,-0.7,-107.0,0.25,0.79,0.16,0.2,0.07,0.09
SPTN,62688350.0,2.54,0.0431,43895663157.89,739091530548.98,33.77,20562.08,60789.0,0.06,2.54,0.03,0.02,0.01,0.02
SPSC,37907450.0,0.17,0.106,3352317274.94,1642106362.06,145.16,45.66,-69.0,0.01,0.17,0.09,2.02,0.12,0.07
SPRT,0.0,0.0,0.0949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPRO,-76292600.0,0.2,0.0052,,,1.92,,,-1.45,0.2,-0.57,6.03,-4.92,-0.48
SPPI,-134833800.0,0.08,0.132,-1289351351.35,-1640820854.44,0.47,-10.01,-2230.0,-2.06,0.08,-1.2,1.66,-inf,-0.74
SPOK,-18853000.0,1.99,0.048600000000000004,1004331250.0,-47855809643.91,8.0,-2456.49,-30806.0,-0.14,1.99,-0.09,0.81,-0.16,-0.07
SPNS,40095350.0,0.35,0.0983,1506892096.22,1445474545.03,19.0,26.37,39.0,0.05,0.35,0.07,1.25,0.1,0.05
SPNE,-46194100.0,0.12,0.0235,-82482377.92,-5214906680.0,7.84,-143.1,-1925.0,-0.19,0.12,-0.25,1.57,-0.28,-0.2
SPLK,-1138232450.0,0.53,0.011000000000000001,2304596805.11,6970508964.08,88.64,43.9,-50.0,-0.1,0.53,-0.18,0.68,-0.5,-0.13
SPKEP,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPKE,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPI,0.0,0.0,0.011000000000000001,0.0,0.0,1.51,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0
SPHS,0.0,0.0,0.099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPEX,0.0,0.0,0.026099999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPCB,-8617300.0,-0.07,0.011000000000000001,-119791020.41,-1932520604.88,2.05,-71.37,-3581.0,-0.18,-0.07,-0.4,0.63,-0.83,-0.27
SPAR,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP,26945000.0,-1.3,0.0785,-114947368.42105262,719984207.44,35.72,31.0,-13.0,0.04,-1.3,-0.02,0.05,0.05,-0.01
SOXX,0.0,0.0,0.0113,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SORL,0.0,0.0,0.0571,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SONC,0.0,0.0,0.0779,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SONA,0.0,0.0,0.07,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOLOW,0.0,0.0,0.13970000000000002,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOLO,-35127809.75,0.75,0.0086,-81704951.66197184,-16127629668.31,1.15,-137.79,-12082.0,-0.31,0.75,-0.53,28.26,-19.67,-0.49
SOHOO,0.0,0.0,0.07,60385078.0,-292857397.5,19.64,-inf,-inf,-0.3,0.0,-0.04,0.33,0.0,-0.04
SOHOK,0.0,0.0,0.07,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOHOB,0.0,0.0,0.07,60385078.0,-292857397.5,20.68,-inf,-inf,-0.29,0.0,-0.04,0.33,0.0,-0.04
SOHO,-22288252.9,-2.43,0.0674,3450575.885714286,-239228323.77,1.93,-13.74,-811.9999999999999,-0.78,-2.43,-0.04,0.33,-0.21,-0.04
SOFO,0.0,-0.59,0.0008,,,0.9899,,,0.0,-0.59,,,,
SODA,0.0,0.0,0.07,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOCL,0.0,0.0,0.015300000000000001,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNSS,0.0,0.0,0.09480000000000001,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNSR,0.0,0.0,0.0029,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNPS,643888600.0,0.14,0.1039,16498414400.0,24126158563.2,348.17,157.24,-55.00000000000001,0.01,0.14,0.11,0.59,0.18,0.08
SNOAW,0.0,0.0,0.07,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNOA,-4323100.0,-0.05,0.0703,,-237454330.2,1.77,-76.66,-4431.0,-0.93,-0.05,-0.54,1.27,-0.4,-0.39
SNNA,0.0,0.0,0.07,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNMX,0.0,0.0,0.0949,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNLN,0.0,0.0,0.0014000000000000002,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNHY,0.0,0.0,0.07,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNHNL,0.0,0.0,0.07,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNHNI,0.0,0.0,0.07,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNH,0.0,0.0,0.07,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNGXW,0.0,0.0,0.011000000000000001,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNGX,-10668327.05,0.15,0.11699999999999999,-152461803.00000003,-206162868.75,0.56,-4.81,-959.0,-0.52,0.15,-2.43,4.14,-15.23,-0.85
SNFCA,33591141.5,0.74,0.0449,283368176.00000006,5835852121.06,6.48,332.48,5031.0,0.3,0.74,0.03,0.69,0.08,0.02
SNES,-7027800.0,-0.07,0.0375,,-430219723.2,3.04,-35.24,-1259.0,-0.22,-0.07,-1.76,9.89,-13.78,-1.4
SNDX,21187100.0,-0.29,0.0016,-98162580.64516129,36240385432.24,25.07,671.48,2578.0,0.02,-0.29,-0.63,10.73,0.18,-0.49
SNDE,0.0,0.0,0.09789999999999999,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SND,-43072900.0,-0.35,0.0053,-126123111.11111112,7894989951.24,1.86,174.41,9277.0,-0.6,-0.35,0.03,0.53,-0.4,0.03
SNBR,130684100.0,0.22,0.0814,2119924444.4444444,6572686436.52,30.85,290.22,841.0,0.22,0.22,2.41,0.0,0.07,0.15
